	id	name	readonly	readwrite	requirement
385	MAN1P_c	D-Mannose 1-phosphate	-	x	x
386	MAN6P_c	D-Mannose 6-phosphate	-	x	x
387	MET_c	L-Methionine	-	x	x
388	METHF_c	5,10-methyltetrahydrofolate	-	x	x
389	methylRed_c	4′-dimethylaminoazobenzene-2-carboxylic acid	-	x	x
390	METHYL_OCDCEA_c	methyl oleate	-	x	x
391	MetMet_c	L-methionyl-L-methionine	-	x	x
392	METSOXRL_c	L-Methionine-R-Sulfoxide	-	x	x
393	METSOXSL_c	L-Methionine-S-Sulfoxide	-	x	x
394	METTHF_c	5,10-Methylenetetrahydrofolate	-	x	x
395	MG_c	magnesium ion	-	x	x
396	MN_c	manganese ion	-	x	x
397	MO_c	molybdenum ion	-	x	x
398	MOBD_c	Molybdate	-	x	x
399	MONOBUTYRIN_c	1-monobutyrin	-	x	x
400	MOR_c	morpholine	-	x	x
401	MTHF_c	5-Methyltetrahydrofolate	-	x	x
402	n2dA_c	2-amino-2'-deoxyadenosine	-	x	x
403	n2dAMP_c	2-amino-2'-deoxyadenosine monophosphate	-	x	x
404	NA_c	sodium ion	-	x	x
405	NAAD_c	nicotinic acid adenine dinucleotide	-	x	x
406	NAC_c	nicotinate	-	x	x
407	NAD_c	nicotinamide adenine dinucleotide, oxidized	-	x	x
408	NADH_c	nicotinamide adenine dinucleotide, reduced	-	x	x
409	NADP_c	nicotinamide adenine dinucleotide phosphate, oxidized	-	x	x
410	NADPH_c	nicotinamide adenine dinucleotide phosphate, reduced	-	x	x
411	NAMN_c	nicotinate/nicotinic acid mononucleotide	-	x	x
412	NH3_c	ammonia	-	x	x
413	NH4_c	ammonium	-	x	x
414	NI_c	nickel	-	x	x
415	nisin_c	nisin	-	x	x
416	NMN_c	nicotinamide mononucleotide	-	x	x
417	norfloxacin_c	Norfloxacin	-	x	x
418	novobiocin_c	Novobiocin	-	x	x
419	NR_c	Nicotinate D-ribonucleotide	-	x	x
420	O2_c	oxygen	-	x	x
421	O2edC_c	2'-O-ethyl-2'-deoxycytidine	-	x	x
422	O2edCMP_c	2'-O-ethyl-2'-deoxycytidine monophosphate	-	x	x
423	O2edT_c	2'-O-ethyl-2'-deoxythymidine	-	x	x
424	O2edTMP_c	2'-O-ethyl-2'-deoxythymidine monophosphate	-	x	x
425	O2mdC_c	2'-O-methyl-2'-deoxycytidine	-	x	x
426	O2mdCMP_c	2'-O-methyl-2'-deoxycytidine monophosphate	-	x	x
427	O2mdT_c	2'-O-methyl-2'-deoxythymidine	-	x	x
428	O2mdTMP_c	2'-O-methyl-2'-deoxythymidine monophosphate	-	x	x
429	O4edT_c	4'-O-ethyl-2'-deoxythymidine	-	x	x
430	O4edTMP_c	4'-O-ethyl-2'-deoxythymidine monophosphate	-	x	x
431	O4mdT_c	4'-O-methyl-2'-deoxythymidine	-	x	x
432	O4mdTMP_c	4'-O-methyl-2'-deoxythymidine monophosphate	-	x	x
433	O6edG_c	6'-O-ethyl-2'-deoxyguanosine	-	x	x
434	O6edGMP_c	6'-O-ethyl-2'-deoxyguanosine monophosphate	-	x	x
435	O6mdG_c	6'-O-methyl-2'-deoxyguanosine	-	x	x
436	O6mdGMP_c	6'-O-methyl-2'-deoxyguanosine monophosphate	-	x	x
437	OA_c	oxaloacetate	-	x	x
438	OCDCA_c	octadecanoate (n-C18:0)	-	x	x
439	OCDCEA_c	octadecenoate (n-C18:1)	-	x	x
440	ODEC11GP_c	1-octadec-11-enoyl-sn-glycerol 3-phosphate	-	x	x
441	ODECG3P_c	1-octadecanoyl-sn-glycerol 3-phosphate	-	x	x
442	OH_c	hydoxide anion	-	x	x
443	ORN_c	ornithine	-	x	x
444	oxo2dA_c	2-hydroxy-2'-deoxyadenosine	-	x	x
445	oxo2dAMP_c	2-hydroxy-2'-deoxyadenosine monophosphate	-	x	x
446	oxo8dA_c	8-hydroxy-2'-deoxyadenosine	-	x	x
447	oxo8dAMP_c	8-hydroxy-2'-deoxyadenosine monophosphate	-	x	x
448	oxo8dG_c	8-Oxo-2'-deoxyguanosine; 8-hydroxy-2'-deoxyguanosine	-	x	x
449	oxo8dGMP_c	8-Oxo-2'-deoxyguanosine monophosphate; 8-hydroxy-2'-deoxyguanosine monophosphate	-	x	x
450	oxoethyl7dG_c	7-(2'-oxoethyl)-2'-deoxyguanosine	-	x	x
451	oxoethyl7dGMP_c	7-(2'-oxoethyl)-2'-deoxyguanosine monophosphate	-	x	x
452	PA120_c	1,2-didodecanoyl-sn-glycerol 3-phosphate	-	x	x
453	PA140_c	1,2-ditetradecanoyl-sn-glycerol 3-phosphate	-	x	x
454	PA141_c	1,2-ditetradec-7-enoyl-sn-glycerol 3-phosphate	-	x	x
455	PA160_c	1,2-dihexadecanoyl-sn-glycerol 3-phosphate	-	x	x
456	PA161_c	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate	-	x	x
457	PA180_c	1,2-dioctadecanoyl-sn-glycerol 3-phosphate	-	x	x
458	PA181_c	1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate	-	x	x
459	PAP_c	Adenosine 3',5'-bisphosphate	-	x	x
460	pCHOL_c	phosphoryl-choline	-	x	x
461	PDLA5P_c	Pyridoxamine 5'-phosphate	-	x	x
462	PEP_c	phosphoenolpyruvate	-	x	x
463	PG160_c	Phosphatidylglycerol (dihexadecanoyl, n-C16:0)	-	x	x
464	PG161_c	Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)	-	x	x
465	PG181_c	Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)	-	x	x
466	PGP160_c	Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)	-	x	x
467	PGP161_c	Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)	-	x	x
468	PGP181_c	Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)	-	x	x
469	PHE_c	L-phenylalanine	-	x	x
470	PhePhe_c	L-phenylalanyl-L-phenylalanine	-	x	x
471	PHPYR_c	phenylpyruvate	-	x	x
472	PI_c	phosphate	-	x	x
473	PL5P_c	Pyridoxal 5'-phosphate	-	x	x
474	POE_SORBITAN_c	Polyoxyethylene (20) sorbitan	-	x	x
475	PPAA_c	Phosphonoacetaldehyde	-	x	x
476	PPGPP_c	Guanosine 3',5'-bis(diphosphate)	-	x	x
477	PPHG_c	protoporphyrinogen IX	-	x	x
478	PPI_c	diphosphate	-	x	x
479	PPIX_c	protoporphyrin IX	-	x	x
480	PRO_c	L-Proline	-	x	x
481	proflavine_c	Proflavine	-	x	x
482	ProPro_c	L-prolyl-L-proline	-	x	x
483	PRPP_c	5-Phospho-alpha-D-ribose 1-diphosphate	-	x	x
484	pSER_c	phosphoserine	-	x	x
485	PSIURI_c	pseudouridine	-	x	x
486	PSIURIMP_c	pseudouridine monophoshate	-	x	x
487	pTHR_c	phosphothreonine	-	x	x
488	PTRC_c	putrescine	-	x	x
489	pTYR_c	Phosphotyrosine	-	x	x
490	putdT_c	alpha-putrescinyl-2'-deoxythymidine	-	x	x
491	putdTMP_c	alpha-putrescinyl-2'-deoxythymidine monophosphate	-	x	x
492	PYDX_c	Pyridoxal	-	x	x
493	PYR_c	pyruvate	-	x	x
494	R1P_c	alpha-D-Ribose 1-phosphate	-	x	x
495	R5P_c	alpha-D-Ribose 5-phosphate	-	x	x
496	RBFLVRD_c	riboflavin, reduced	-	x	x
497	rhodamine6G_c	Rhodamine 6G	-	x	x
498	RIB_c	D-ribose	-	x	x
499	RIBFLV_c	riboflavin, oxidized	-	x	x
500	RL5P_c	D-Ribulose 5-phosphate	-	x	x
501	s2U_c	2-thiouridine	-	x	x
502	s2UMP_c	2-thiouridine monophosphate	-	x	x
503	s4U_c	4-thiouridine	-	x	x
504	s4UMP_c	4-thiouridine monophosphate	-	x	x
505	S7P_c	D-sedoheptulose-7-phosphate	-	x	x
506	SALA_c	3-Sulfino-L-alanine	-	x	x
507	SBT_c	D-Sorbitol	-	x	x
508	SBT6P_c	D-Sorbitol 6-phosphate	-	x	x
509	SER_c	L-Serine	-	x	x
510	SerSer_c	L-seryl-L-serine	-	x	x
511	SNGLYP_c	sn-glycerol-1-phosphate	-	x	x
512	SO2_c	sulfur dioxide	-	x	x
513	SO4_c	sulphate	-	x	x
514	SPMD_c	spermidine	-	x	x
515	STEROL_c	cholesterol	-	x	x
516	T3P1_c	D-glyceraldehdye-3-phosphate	-	x	x
517	T3P2_c	Dihydroxyacetone phosphate	-	x	x
518	TAG16P_c	D-Tagatose 1,6-biphosphate	-	x	x
519	TAG6P_c	D-Tagatose 6-phosphate	-	x	x
520	tBHP_c	tert-butylhydroperoxide	-	x	x
521	tBOH_c	tert-Butanol	-	x	x
522	TDECEG3P_c	1-tetradec-7-enoyl-sn-glycerol 3-phosphate	-	x	x
523	TDECG3P_c	1-tetradecanoyl-sn-glycerol 3-phosphate	-	x	x
524	TDP_c	TDP	-	x	x
525	tetraphenylphosphonium_c	tetraphenylphosphonium	-	x	x
526	THF_c	5,6,7,8-Tetrahydrofolate	-	x	x
527	THM_c	thiamine	-	x	x
528	THMP_c	Thiamin monophosphate	-	x	x
529	THR_c	L-Threonine	-	x	x
530	ThrThr_c	L-threonyl-L-threonine	-	x	x
531	THY_c	thymine	-	x	x
532	TPP_c	thiamine diphosphate	-	x	x
533	TRIBUTYRIN_c	tributyrin; 1,3-Di(butanoyloxy)propan-2-yl butanoate; butyrin	-	x	x
534	TRILAURIN_c	trilaurin	-	x	x
535	TRIMYRISTIN_c	trimyristin; 1,3-Di(tetradecanoyloxy)propan-2-yl tetradecanoate; glyceryl trimyristate	-	x	x
536	TRIOLEIN_c	triolein	-	x	x
537	TRIPALMITIN_c	tripalmitin; 1,2,3-Trihexadecanoylglycerol; Glyceryl Tripalmitate; Glycerol Tripalmitate	-	x	x
538	TRISTEARIN_c	Tristearin	-	x	x
539	TRI_HDCEA_IN_c	triacylglycerol of {Hexadecenoate acid}	-	x	x
540	TRI_TTDCEA_IN_c	triacylglycerol of {tetradecenoic acid}	-	x	x
541	TRP_c	L-tryptophan	-	x	x
542	TrpTrp_c	L-trytophanyl-L-trytophan	-	x	x
543	TTDCA_c	tetradecanoate (n-C14:0)	-	x	x
544	TTDCEA_c	tetradecenoate (n-C14:1)	-	x	x
545	TTP_c	TTP	-	x	x
546	TWEEN80_c	Tween 80; Polyoxyethylene (20) sorbitan monooleate; polysorbate 80	-	x	x
547	TYR_c	L-tyrosine	-	x	x
548	TyrTyr_c	L-tyrosyl-L-tyrosine	-	x	x
549	U23CMP_c	2',3'-Cyclic UMP	-	x	x
550	U3MP_c	3'-UMP	-	x	x
551	UDP_c	UDP	-	x	x
552	UDPG_c	UDP-glucose	-	x	x
553	UDPGAL_c	UDP-galactose	-	x	x
554	UDPGALF_c	UDP-D-galacto-1,4-furanose	-	x	x
555	Um_c	2'-O-methyluridine	-	x	x
556	UmMP_c	2'-O-methyluridine monophosphate	-	x	x
557	UMP_c	UMP	-	x	x
558	URA_c	uracil	-	x	x
559	URI_c	uridine	-	x	x
560	UTP_c	UTP	-	x	x
561	VAL_c	L-Valine	-	x	x
562	ValVal_c	L-valyl-L-valine	-	x	x
563	vinyl_chloride_c	Vinylchloride	-	x	x
564	X5P_c	D-Xylulose 5-phosphate	-	x	x
565	XAN_c	xanthine	-	x	x
566	XTSN_c	xanthosine	-	x	x
567	ZN_c	zinc ion	-	x	x
568	MG_124_MONOMER_c	thioredoxin	-	x	x
569	MG_287_MONOMER_c	acyl carrier protein	-	x	x
570	MG_124_MONOMER_ox_c	oxidized thioredoxin	-	x	x
571	MG_229_231_TETRAMER_c	ribonucleoside-diphosphate reductase	-	x	x
572	MG_229_231_TETRAMER_ox_c	oxidized ribonucleoside-diphosphate reductase	-	x	x
573	MG_287_MONOMER_ACP_c	holo acyl carrier protein	-	x	x
574	MG_287_MONOMER_ddcaACP_c	Dodecanoyl-ACP (n-C12:0ACP)	-	x	x
575	MG_287_MONOMER_hdeACP_c	cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1)	-	x	x
576	MG_287_MONOMER_myrsACP_c	Myristoyl-ACP (n-C14:0ACP)	-	x	x
577	MG_287_MONOMER_ocdcaACP_c	Octadecanoyl-ACP (n-C18:0ACP)	-	x	x
578	MG_287_MONOMER_octeACP_c	cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1)	-	x	x
579	MG_287_MONOMER_palmACP_c	Palmitoyl-ACP (n-C16:0ACP)	-	x	x
580	MG_287_MONOMER_tdeACP_c	cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1)	-	x	x
581	MG_427_DIMER_c	osmotically inducible peroxidase	-	x	x
582	MG_427_DIMER_ox_c	oxidized osmotically inducible peroxidase	-	x	x
583	MG_454_DIMER_c	thiol-dependent peroxidase	-	x	x
584	MG_454_DIMER_ox_c	oxidized thiol-dependent peroxidase	-	x	x
585	gamma_radiation_e	gamma radiation (1.2 MeV)	-	x	x
586	A23CMP_e	2',3'-Cyclic AMP	-	x	x
587	A3MP_e	3'-AMP	-	x	x
588	AC_e	acetate	-	x	x
589	ACAL_e	acetaldehyde	-	x	x
590	ACCOA_e	Acetyl-CoA	-	x	x
591	acriflavine_e	Acriflavine	-	x	x
592	ACTP_e	Acetyl phosphate	-	x	x
593	AD_e	adenine	-	x	x
594	ADN_e	adenosine	-	x	x
595	ADP_e	ADP	-	x	x
596	AEPP_e	2-aminoethylphosphonate	-	x	x
597	AHCYS_e	S-Adenosyl-L-homocysteine	-	x	x
598	AKG_e	2-Oxoglutarate	-	x	x
599	ALA_e	L-alanine	-	x	x
600	AlaAla_e	L-alanyl-L-alanine	-	x	x
601	AMET_e	S-Adenosyl-L-methionine	-	x	x
602	aminodimethylaniline_e	N,N'-dimethyl-p-phenylenediamine	-	x	x
603	AMP_e	AMP	-	x	x
604	AMP_Lysine_e	AMP-Lysine	-	x	x
605	AMP_Mor_e	AMP-morpholidate	-	x	x
606	AMP_NH2_e	AMP-NH2	-	x	x
607	anthranilate_e	2-aminobenzoic acid	-	x	x
608	ARG_e	L-Arginine	-	x	x
609	ArgArg_e	L-arginyl-L-arginine	-	x	x
610	ASN_e	L-Asparagine	-	x	x
611	AsnAsn_e	L-asparaginyl-L-asparagine	-	x	x
612	ASP_e	L-Aspartate	-	x	x
613	AspAsp_e	L-aspartyl-L-aspartic Acid	-	x	x
614	ATP_e	ATP	-	x	x
615	aza6dT_e	6-aza-2'-deoxythymidine	-	x	x
616	aza6dTMP_e	6-aza-2'-deoxythymidine monophosphate	-	x	x
617	aza8dA_e	8-aza-2'-deoxyadenosine	-	x	x
618	aza8dAMP_e	8-aza-2'-deoxyadenosine monophosphate	-	x	x
619	benzalkonium_e	Benzalkonium	-	x	x
620	berberine_e	Berberine	-	x	x
621	BUT_e	butyric acid, butanoic acid	-	x	x
622	C23CMP_e	2',3'-Cyclic CMP	-	x	x
623	C3MP_e	3'-CMP	-	x	x
624	c5dU_e	5-Carbouy-2'-deoxyuridine	-	x	x
625	c5dUMP_e	5-Carbouy-2'-deoxyuridine monophosphate	-	x	x
626	CA_e	calcium ion	-	x	x
627	CAP_e	carbamoyl phosphate	-	x	x
628	carbamoylmethyl6dA_e	N6-carbamoylmethyl-2'-deoxyadenosine	-	x	x
629	carbamoylmethyl6dAMP_e	N6-carbamoylmethyl-2'-deoxyadenosine monophosphate	-	x	x
630	CDP_e	CDP	-	x	x
631	CDPDG120_e	CDP-1,2-didodecanoylglycerol	-	x	x
632	CDPDG140_e	CDP-1,2-ditetradecanoylglycerol	-	x	x
633	CDPDG141_e	CDP-1,2-ditetradec-7-enoylglycerol	-	x	x
634	CDPDG160_e	CDP-1,2-dihexadecanoylglycerol	-	x	x
635	CDPDG161_e	CDP-1,2-dihexadec-9-enoylglycerol	-	x	x
636	CDPDG180_e	CDP-1,2-dioctadecanoylglycerol	-	x	x
637	CDPDG181_e	CDP-1,2-dioctadec-11-enoylglycerol	-	x	x
638	Ceramide16_e	Ceramide (d18:1/16:0)	-	x	x
639	CH3OH_e	methanol	-	x	x
640	chloroacetaldehyde_e	chloroacetaldehyde	-	x	x
641	chloroethylene_oxide_e	chloroethylene oxide	-	x	x
642	CHOL_e	choline	-	x	x
643	CHP_e	cumene hydroperoxide	-	x	x
644	ciprofloxacin_e	ciprofloxacin	-	x	x
645	CITR_e	L-citrulline	-	x	x
646	CL_e	chloride ion	-	x	x
647	CL160_e	cardiolipin (tetrahexadecanoyl, n-C16:0)	-	x	x
648	CL161_e	cardiolipin (tetrahexadec-9-enoyl, n-C16:1)	-	x	x
649	CL181_e	cardiolipin (tetraoctadec-11-enoyl, n-C18:1)	-	x	x
650	cmnm5s2U_e	5-carboxymethylaminomethyl-2-thiouridine	-	x	x
651	cmnm5s2UMP_e	5-carboxymethylaminomethyl-2-thiouridine monophosphate	-	x	x
652	CMP_e	CMP	-	x	x
653	CO_e	cobalt ion	-	x	x
654	CO2_e	carbon dioxide	-	x	x
655	COA_e	coenzyme A	-	x	x
656	crystalViolet_e	Crystal violet	-	x	x
657	CTP_e	CTP	-	x	x
658	CU_e	cupric ion	-	x	x
659	cyclobutane_dCdC_e	cyclobutane 2'-deoxycytidine dimer	-	x	x
660	cyclobutane_dCdT_e	cyclobutane 2'-deoxycytidine 2'-deoxythymidine 	-	x	x
661	cyclobutane_dCMPdCMP_e	cyclobutane 2'-deoxycytidine monophosphate dimer	-	x	x
662	cyclobutane_dCMPdTMP_e	cyclobutane 2'-deoxycytidine monophosphate 2'-deoxythymidine  monophosphate	-	x	x
663	cyclobutane_dTdC_e	cyclobutane 2'-deoxythymidine 2'-deoxycytidine	-	x	x
664	cyclobutane_dTdT_e	cyclobutane 2'-deoxythymidine dimer	-	x	x
665	cyclobutane_dTMPdCMP_e	cyclobutane 2'-deoxythymidine monophosphate 2'-deoxycytidine monophosphate	-	x	x
666	cyclobutane_dTMPdTMP_e	cyclobutane 2'-deoxythymidine monophosphate dimer	-	x	x
667	cyclodA_e	8,5'-cyclo-2'-deoxyadenosine	-	x	x
668	cyclodAMP_e	8,5'-cyclo-2'-deoxyadenosine monophosphate	-	x	x
669	cyclodG_e	8,5'-cyclo-2'-deoxyguanosine	-	x	x
670	cyclodGMP_e	8,5'-cyclo-2'-deoxyguanosine monophosphate	-	x	x
671	CYS_e	L-Cysteine	-	x	x
672	CysCys_e	L-cysteinyl-L-cysteine	-	x	x
673	CYTD_e	cytidine	-	x	x
674	c_di_AMP_e	Cyclic-di-adenylate	-	x	x
675	DA_e	deoxyadenosine	-	x	x
676	DADP_e	dADP	-	x	x
677	DAG160_e	Diacylglycerol (n-16:0)	-	x	x
678	DAG161_e	Diacylglycerol (n-16:1)	-	x	x
679	DAG181_e	Diacylglycerol (n-18:1)	-	x	x
680	DALA_e	D-alanine	-	x	x
681	DAMP_e	dAMP	-	x	x
682	dApdAp_e	dAp-dAp	-	x	x
683	DATP_e	dATP	-	x	x
684	DC_e	deoxycytidine	-	x	x
685	dC64dC_e	2'-deoxycytidine-[6,4]-2'-deoxycytidine	-	x	x
686	dC64dC_dewar_e	2'-deoxycytidine-[6,4]-2'-deoxycytidine dewar product	-	x	x
687	dC64dT_e	2'-deoxycytidine-[6,4]-2'-deoxythymidine	-	x	x
688	dC64dT_dewar_e	2'-deoxycytidine-[6,4]-2'-deoxythymidine dewar product	-	x	x
689	DCDP_e	dCDP	-	x	x
690	DCMP_e	dCMP	-	x	x
691	dCMP64dCMP_e	2'-deoxycytidine monophosphate-[6,4]-2'-deoxycytidine monophosphate	-	x	x
692	dCMP64dCMP_dewar_e	2'-deoxycytidine monophosphate-[6,4]-2'-deoxycytidine monophosphate dewar product	-	x	x
693	dCMP64dTMP_e	2'-deoxycytidine monophosphate-[6,4]-2'-deoxythymidine monophosphate	-	x	x
694	dCMP64dTMP_dewar_e	2'-deoxycytidine monophosphate-[6,4]-2'-deoxythymidine monophosphate dewar product	-	x	x
695	dCMP_GLYC_e	2-'deoxycytidine monophosphate glycol	-	x	x
696	dCpdCp_e	dCp-dCp	-	x	x
697	DCTP_e	dCTP	-	x	x
698	dC_GLYC_e	2-'deoxycytidine glycol	-	x	x
699	DDCA_e	Dodecanoate (n-C12:0)	-	x	x
700	DDECG3P_e	1-dodecanoyl-sn-glycerol 3-phosphate	-	x	x
701	deoxyG6P_e	2-deoxy-glucose-6-phosphate	-	x	x
702	deoxyGLC_e	2-deoxy-glucose	-	x	x
703	DG_e	deoxyguanosine	-	x	x
704	DGDP_e	dGDP	-	x	x
705	DGMP_e	dGMP	-	x	x
706	dGpdGp_e	dGp-dGp	-	x	x
707	DGTP_e	dGTP	-	x	x
708	DHA_e	Dihydroxyacetone	-	x	x
709	DHdT_e	5,6-dihydro-2'-deoxythymidine	-	x	x
710	DHdTMP_e	5,6-dihydro-2'-deoxythymidine monophosphate	-	x	x
711	DHdU_e	5,6-dihydroxy-2'-deoxyuridine	-	x	x
712	DHdUMP_e	5,6-dihydroxy-2'-deoxyuridine monophosphate	-	x	x
713	DHF_e	dihydrofolate	-	x	x
714	dhpdU_e	5'-dihydroxypentyl-2'-deoxyuridine	-	x	x
715	dhpdUMP_e	5'-dihydroxypentyl-2'-deoxyuridine monophosphate	-	x	x
716	diacylglycerolCys_e	S-diacylglycerol cysteine 	-	x	x
717	DIBUTYRIN_e	dibutyrin	-	x	x
718	dINS_e	2'-deoxyinosine	-	x	x
719	dINSMP_e	2'-deoxyinosine monophosphate	-	x	x
720	DMBA_e	dimethylbenzyl alcohol	-	x	x
721	doxorubicin_e	Doxorubicin	-	x	x
722	DPCOA_e	dephospho-CoA	-	x	x
723	DPG_e	3-Phospho-D-glyceroyl phosphate	-	x	x
724	DR1P_e	2-Deoxy-D-ribose 1-phosphate	-	x	x
725	DR5P_e	2-Deoxy-D-ribose 5-phosphate	-	x	x
726	DT_e	thymidine	-	x	x
727	dT64dC_e	2'-deoxythymidine-[6,4]-2'-deoxycytidine	-	x	x
728	dT64dC_dewar_e	2'-deoxythymidine-[6,4]-2'-deoxycytidine dewar product	-	x	x
729	dT64dT_e	2'-deoxythymidine-[6,4]-2'-deoxythymidine	-	x	x
730	dT64dT_dewar_e	2'-deoxythymidine-[6,4]-2'-deoxythymidine dewar product	-	x	x
731	DTDP_e	dTDP	-	x	x
732	DTMP_e	dTMP	-	x	x
733	dTMP64dCMP_e	2'-deoxythymidine monophosphate-[6,4]-2'-deoxycytidine monophosphate	-	x	x
734	dTMP64dCMP_dewar_e	2'-deoxythymidine monophosphate-[6,4]-2'-deoxycytidine monophosphate dewar product	-	x	x
735	dTMP64dTMP_e	2'-deoxythymidine monophosphate-[6,4]-2'-deoxythymidine monophosphate	-	x	x
736	dTMP64dTMP_dewar_e	2'-deoxythymidine monophosphate-[6,4]-2'-deoxythymidine monophosphate dewar product	-	x	x
737	dTMP_GLYC_e	2'-deoxythymidine monophosphate glycol	-	x	x
738	dTpdTp_e	dTp-dTp	-	x	x
739	DTTP_e	dTTP	-	x	x
740	dT_GLYC_e	2'-deoxythymidine glycol	-	x	x
741	DU_e	deoxyuridine	-	x	x
742	DUDP_e	dUDP	-	x	x
743	DUMP_e	dUMP	-	x	x
744	DUTP_e	dUTP	-	x	x
745	dXAN_e	2'-deoxyxanthosine	-	x	x
746	dXANMP_e	2'-deoxyxanthosine monophosphate	-	x	x
747	e1dA_e	1-ethyl-2'-deoxyadenosine	-	x	x
748	e1dAMP_e	1-ethyl-2'-deoxyadenosine monophosphate	-	x	x
749	e1dG_e	1-ethyl-2'-deoxyguanosine	-	x	x
750	e1dGMP_e	1-ethyl-2'-deoxyguanosine monophosphate	-	x	x
751	e3dA_e	3-ethyl-2'-deoxyadenosine	-	x	x
752	e3dAMP_e	3-ethyl-2'-deoxyadenosine monophosphate	-	x	x
753	e3dC_e	3-ethyl-2'-deoxycytidine	-	x	x
754	e3dCMP_e	3-ethyl-2'-deoxycytidine monophosphate	-	x	x
755	e3dG_e	3-ethyl-2'-deoxyguanosine	-	x	x
756	e3dGMP_e	3-ethyl-2'-deoxyguanosine monophosphate	-	x	x
757	e3dT_e	3'-ethyl-2'-deoxythymidine	-	x	x
758	e3dTMP_e	3'-ethyl-2'-deoxythymidine monophosphate	-	x	x
759	e4dC_e	4-ethyl-2'-deoxycytidine	-	x	x
760	e4dCMP_e	4-ethyl-2'-deoxycytidine monophosphate	-	x	x
761	E4P_e	D-Erythrose 4-phosphate	-	x	x
762	e5dC_e	5-ethyl-2'-deoxycytidine	-	x	x
763	e5dCMP_e	5-ethyl-2'-deoxycytidine monophosphate	-	x	x
764	e6dA_e	6-ethyl-2'-deoxyadenosine	-	x	x
765	e6dAMP_e	6-ethyl-2'-deoxyadenosine monophosphate	-	x	x
766	e7dA_e	7-ethyl-2'-deoxyadenosine	-	x	x
767	e7dAMP_e	7-ethyl-2'-deoxyadenosine monophosphate	-	x	x
768	e7dG_e	7-ethyl-2'-deoxyguanosine	-	x	x
769	e7dGMP_e	7-ethyl-2'-deoxyguanosine monophosphate	-	x	x
770	e8dG_e	8-ethyl-2'-deoxyguanosine	-	x	x
771	e8dGMP_e	8-ethyl-2'-deoxyguanosine monophosphate	-	x	x
772	enoxacin_e	Enoxacin	-	x	x
773	epsilon1N2dG_e	1,N2-etheno-2'-deoxyguanosine	-	x	x
774	epsilon1N2dGMP_e	1,N2-etheno-2'-deoxyguanosine monophosphate	-	x	x
775	epsilon1N6dA_e	1,N6-etheno-2'-deoxyadenosine	-	x	x
776	epsilon1N6dAMP_e	1,N6-etheno-2'-deoxyadenosine monophosphate	-	x	x
777	epsilon3N4dC_e	3,N4-etheno-2'-deoxycytidine	-	x	x
778	epsilon3N4dCMP_e	3,N4-etheno-2'-deoxycytidine monophosphate	-	x	x
779	epsilonN23dG_e	N2,3-etheno-2'-deoxyguanosine	-	x	x
780	epsilonN23dGMP_e	N2,3-etheno-2'-deoxyguanosine monophosphate	-	x	x
781	ethidium_e	Ethidium	-	x	x
782	ETN_e	ethanolamine	-	x	x
783	F1P_e	D-Fructose 1-phosphate	-	x	x
784	f5dU_e	5-formyl-2'-deoxyuridine	-	x	x
785	f5dUMP_e	5-formyl-2'-deoxyuridine monophosphate	-	x	x
786	F6P_e	D-Fructose 6-phosphate	-	x	x
787	FAD_e	flavin adenine dinucleotide, oxidized	-	x	x
788	FADH2_e	flavin adenine dinucleotide, reduced	-	x	x
789	FALD_e	formaldehyde	-	x	x
790	FAPydA_e	N4-(2-Deoxy-alpha,beta-D-erythro-pentofuranosyl)-4,6-diamino-5-formamidopyrimidine	-	x	x
791	FAPydAMP_e	N4-(2-Deoxy-alpha,beta-D-erythro-pentofuranosyl)-4,6-diamino-5-formamidopyrimidine monophosphate	-	x	x
792	FAPydG_e	N6-(2-Deoxy-α,β-d-erythro-pentofuranosyl)-2,6-diamino-4-hydroxy-5-formamidopyrimidine	-	x	x
793	FAPydGMP_e	N6-(2-Deoxy-α,β-d-erythro-pentofuranosyl)-2,6-diamino-4-hydroxy-5-formamidopyrimidine monophosphate	-	x	x
794	FDP_e	D-Fructose 1,6-bisphosphate	-	x	x
795	FE2_e	ferrous iron	-	x	x
796	FE3_e	ferric iron	-	x	x
797	FMET_e	N-Formyl-L-methionine	-	x	x
798	FMN_e	flavin mononucleotide, oxidized	-	x	x
799	FMNH2_e	flavin mononucleotide, reduced	-	x	x
800	FOR_e	Formate	-	x	x
801	FRU_e	D-Fructose	-	x	x
802	FTHF10_e	10-formyl-tetrahydrofolate	-	x	x
803	FTHF5_e	5-formyltetrahydrofolate	-	x	x
804	FUC1P_e	L-fucose 1-phosphate	-	x	x
805	G1P_e	D-Glucose 1-phosphate	-	x	x
806	G23CMP_e	2',3'-Cyclic GMP	-	x	x
807	G2P_e	D-Glycerate 2-phosphate	-	x	x
